gene,systems
Pabpc4,cardiovascular system|growth/size/body region|homeostasis/metabolism|skeleton
Pabpc5,integument|vision/eye
Pabpc6,normal
Pabpn1,behavior/neurological|cellular|homeostasis/metabolism|muscle
Pabpn1l,cellular|reproductive system
Pabr1,homeostasis/metabolism
Pabr2,homeostasis/metabolism
Pacc1,cellular|homeostasis/metabolism|nervous system
Pacrg,behavior/neurological|homeostasis/metabolism|integument|pigmentation|reproductive system
Pacs1,endocrine/exocrine gland|homeostasis/metabolism|reproductive system
Pacs2,behavior/neurological|cellular|homeostasis/metabolism|limbs/digits/tail|skeleton
Pacsin1,behavior/neurological|cellular|growth/size/body region|homeostasis/metabolism|immune system|nervous system|reproductive system|vision/eye
Pacsin2,behavior/neurological|cardiovascular system|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|nervous system|renal/urinary system
Padi1,behavior/neurological|homeostasis/metabolism
Padi2,hematopoietic system|homeostasis/metabolism|immune system
Padi3,adipose tissue|growth/size/body region|hearing/vestibular/ear|homeostasis/metabolism|integument
Padi4,cardiovascular system|cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|liver/biliary system|normal|renal/urinary system|reproductive system|vision/eye
Padi6,cellular|embryo|growth/size/body region|reproductive system|respiratory system
Paf,integument
Paf1,
Pafah1b1,behavior/neurological|cellular|embryo|endocrine/exocrine gland|growth/size/body region|nervous system|reproductive system
Pafah1b2,cellular|endocrine/exocrine gland|reproductive system
Pafah1b3,cellular|endocrine/exocrine gland|normal|reproductive system
Pafah2,cellular|homeostasis/metabolism|liver/biliary system
Pag1,endocrine/exocrine gland|hematopoietic system|immune system|normal
Pagr1a,cellular|embryo|growth/size/body region|nervous system
Pah,behavior/neurological|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|nervous system|pigmentation|renal/urinary system|reproductive system|skeleton|vision/eye
Paics,
Pain2,behavior/neurological
Paip1,hematopoietic system|homeostasis/metabolism|immune system|reproductive system
Paip2,cellular|endocrine/exocrine gland|growth/size/body region|reproductive system
Paip2b,cellular|endocrine/exocrine gland|growth/size/body region|reproductive system
Pak1,adipose tissue|cardiovascular system|cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|muscle|neoplasm|nervous system|normal|respiratory system|skeleton
Pak1ip1,cellular|craniofacial|digestive/alimentary|growth/size/body region|homeostasis/metabolism|integument|muscle|nervous system|respiratory system|skeleton
Pak2,behavior/neurological|cardiovascular system|cellular|embryo|growth/size/body region|hematopoietic system|homeostasis/metabolism|nervous system
Pak3,behavior/neurological|cellular|nervous system
Pak4,cardiovascular system|cellular|embryo|growth/size/body region|integument|muscle|nervous system
Pak5,behavior/neurological|immune system|nervous system
Pak6,behavior/neurological|homeostasis/metabolism|integument|nervous system|normal
Pakap,cardiovascular system|homeostasis/metabolism
Palb2,cardiovascular system|cellular|craniofacial|embryo|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|integument|limbs/digits/tail|neoplasm|nervous system
Pald1,behavior/neurological|cardiovascular system|cellular|homeostasis/metabolism|respiratory system|vision/eye
Palld,cellular|embryo|nervous system
Palm,homeostasis/metabolism|immune system|normal
Palm3,behavior/neurological|nervous system
Palmd,behavior/neurological|cardiovascular system|integument|pigmentation
Pals1,behavior/neurological|cellular|growth/size/body region|hematopoietic system|immune system|integument|nervous system|normal|vision/eye
Pals2,adipose tissue|digestive/alimentary|growth/size/body region|hematopoietic system|immune system|limbs/digits/tail|skeleton
Pam,adipose tissue|cardiovascular system|embryo|homeostasis/metabolism|respiratory system
Pam16,
Pan2,cardiovascular system|growth/size/body region|hematopoietic system|immune system
Pan3,digestive/alimentary|hematopoietic system|immune system|integument|skeleton
Pank1,behavior/neurological|cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|liver/biliary system|muscle|renal/urinary system
Pank2,behavior/neurological|cardiovascular system|cellular|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|limbs/digits/tail|liver/biliary system|muscle|nervous system|renal/urinary system|reproductive system|vision/eye
Pank3,behavior/neurological|hematopoietic system|homeostasis/metabolism|immune system|limbs/digits/tail|skeleton
Pank4,behavior/neurological|cellular|integument|liver/biliary system|vision/eye
Pantr1,normal
Pantr2,growth/size/body region|nervous system
Panx1,behavior/neurological|cellular|hematopoietic system|homeostasis/metabolism|immune system|nervous system|respiratory system|vision/eye
Panx2,growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|nervous system|reproductive system
Panx3,immune system|reproductive system|skeleton
Paox,behavior/neurological|cardiovascular system|hematopoietic system|homeostasis/metabolism|vision/eye
Papg1,neoplasm
Papola,embryo|growth/size/body region|homeostasis/metabolism
Papolb,cellular|endocrine/exocrine gland|renal/urinary system|reproductive system
Papolg,behavior/neurological|integument
Pappa,cardiovascular system|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|limbs/digits/tail|normal|reproductive system|skeleton
Pappa2,cardiovascular system|craniofacial|growth/size/body region|hematopoietic system|immune system|limbs/digits/tail|liver/biliary system|nervous system|skeleton
Papss1,
Papss2,craniofacial|digestive/alimentary|growth/size/body region|homeostasis/metabolism|immune system|limbs/digits/tail|skeleton
Paqr3,cellular|homeostasis/metabolism|integument|neoplasm
Paqr5,growth/size/body region|homeostasis/metabolism|renal/urinary system|vision/eye
Paqr6,behavior/neurological|homeostasis/metabolism
Paqr8,reproductive system
Paqr9,growth/size/body region
Par1,homeostasis/metabolism|neoplasm
Par2,homeostasis/metabolism|neoplasm|respiratory system
Par3,homeostasis/metabolism|neoplasm
Par5,neoplasm|respiratory system
Pard3,cardiovascular system|embryo|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|limbs/digits/tail|neoplasm|nervous system|pigmentation|vision/eye
Pard3b,behavior/neurological|cardiovascular system|muscle|vision/eye
Pard6a,homeostasis/metabolism
Parg,cellular|embryo|endocrine/exocrine gland|hematopoietic system|homeostasis/metabolism|immune system
Park7,behavior/neurological|cellular|growth/size/body region|homeostasis/metabolism|nervous system|skeleton
Parl,behavior/neurological|cardiovascular system|cellular|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|liver/biliary system|muscle|nervous system|reproductive system|respiratory system|skeleton
Parms1,muscle|neoplasm
Parn,
Parp1,behavior/neurological|cellular|embryo|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|immune system|integument|nervous system|renal/urinary system|reproductive system|vision/eye
Parp10,nervous system
Parp11,cellular|homeostasis/metabolism|reproductive system
Parp12,endocrine/exocrine gland|hematopoietic system|immune system|reproductive system|respiratory system
Parp14,cellular|hematopoietic system|homeostasis/metabolism|immune system
Parp2,cellular|embryo|homeostasis/metabolism|reproductive system
Parp3,
Parp4,behavior/neurological|homeostasis/metabolism|limbs/digits/tail|normal|renal/urinary system|skeleton
Parp6,behavior/neurological|growth/size/body region|homeostasis/metabolism|reproductive system|respiratory system
Parp8,behavior/neurological|cardiovascular system|growth/size/body region
Parp9,homeostasis/metabolism|immune system
Parva,cardiovascular system|craniofacial|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|muscle|renal/urinary system|reproductive system|skeleton
Parvb,growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|normal|skeleton
Parvg,normal
Pas14,neoplasm|respiratory system
Pas17,cellular|homeostasis/metabolism|neoplasm|respiratory system
Pas19,neoplasm|respiratory system
Pas1c,homeostasis/metabolism|neoplasm|respiratory system
Pas5b,homeostasis/metabolism|neoplasm|respiratory system
Pas7,homeostasis/metabolism|neoplasm|respiratory system
Pas8,homeostasis/metabolism|neoplasm|respiratory system
Pas9,homeostasis/metabolism|neoplasm|respiratory system
Pask,endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|liver/biliary system|muscle|nervous system|respiratory system
Pate2,cardiovascular system|growth/size/body region|hematopoietic system
Pate4,behavior/neurological|cardiovascular system|growth/size/body region|hematopoietic system|homeostasis/metabolism|normal|reproductive system
Patj,behavior/neurological|homeostasis/metabolism
Patl1,behavior/neurological|homeostasis/metabolism|nervous system
Patl2,cellular|endocrine/exocrine gland|reproductive system
Patz1,cardiovascular system|cellular|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|nervous system|normal|reproductive system
Pawr,behavior/neurological|cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|normal
Pax1,behavior/neurological|cardiovascular system|cellular|craniofacial|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|integument|limbs/digits/tail|muscle|nervous system|normal|pigmentation|renal/urinary system|reproductive system|skeleton
Pax1dt,normal
Pax2,cardiovascular system|cellular|embryo|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|nervous system|pigmentation|renal/urinary system|reproductive system|vision/eye
Pax3,behavior/neurological|cardiovascular system|cellular|craniofacial|digestive/alimentary|embryo|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|immune system|integument|limbs/digits/tail|liver/biliary system|muscle|neoplasm|nervous system|normal|pigmentation|respiratory system|skeleton|vision/eye
Pax4,behavior/neurological|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|normal
Pax5,behavior/neurological|cellular|craniofacial|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|immune system|neoplasm|nervous system|normal|skeleton
Pax6,behavior/neurological|cardiovascular system|cellular|craniofacial|digestive/alimentary|embryo|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|homeostasis/metabolism|immune system|integument|liver/biliary system|muscle|neoplasm|nervous system|normal|pigmentation|reproductive system|respiratory system|skeleton|taste/olfaction|vision/eye
Pax6os1,normal
Pax7,behavior/neurological|cellular|craniofacial|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|immune system|muscle|neoplasm|nervous system|normal|respiratory system|skeleton|vision/eye
Pax8,behavior/neurological|cardiovascular system|cellular|craniofacial|embryo|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|homeostasis/metabolism|limbs/digits/tail|nervous system|normal|renal/urinary system|reproductive system|skeleton|vision/eye
Pax9,behavior/neurological|cardiovascular system|craniofacial|digestive/alimentary|embryo|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|hematopoietic system|immune system|limbs/digits/tail|muscle|nervous system|normal|respiratory system|skeleton
Paxbp1,cellular|muscle
Paxip1,cardiovascular system|cellular|embryo|growth/size/body region|homeostasis/metabolism|integument|normal
Paxx,behavior/neurological|cellular|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|nervous system|reproductive system
Pbat1,hematopoietic system|immune system
Pbat2,hematopoietic system|immune system
Pbbcp1,hematopoietic system|immune system
Pbd1,skeleton
Pbd2,skeleton
Pbft3,adipose tissue
Pbk,immune system|integument|reproductive system
Pbld2,reproductive system
Pbrbc1,hematopoietic system
Pbrbc2,hematopoietic system
Pbrbc3,hematopoietic system
Pbrbc4,hematopoietic system
Pbrgcsf1,hematopoietic system
Pbrgcsf2,hematopoietic system
Pbrm1,behavior/neurological|cardiovascular system|cellular|embryo|hematopoietic system|immune system|liver/biliary system|nervous system|renal/urinary system|respiratory system
Pbsn,vision/eye
Pbw1,behavior/neurological
Pbw2,behavior/neurological
Pbw3,behavior/neurological
Pbwg1,growth/size/body region
Pbwg1.1,growth/size/body region
Pbwg1.2,growth/size/body region
Pbwg1.3,growth/size/body region
Pbwg1.4,limbs/digits/tail
Pbwg1.5,adipose tissue
Pbwg1.6,adipose tissue
Pbwg1.7,adipose tissue
Pbwg1.8,adipose tissue
Pbwg1.9,growth/size/body region|hematopoietic system|immune system
Pbwg14,growth/size/body region
